schedule_id,nationality,number,name,position,attackpoints,blockpoints,servepoints,efficency,totalabs,attack_pt,attack_err,attack_att,attack_tot,attack_eff,block_pt,block_err,block_touches,block_tot,block_eff,serve_pt,serve_err,serve_attempts,serve_tot,serve_eff,reception_successful,reception_err,reception_attempts,reception_tot,reception_eff,dig_digs,dig_err,dig_tot,dig_eff,set_pt,set_err,set_attempts,set_tot,set_eff
11830,NED,1,Knip Kirsten ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,NED,2,Savelkoel Fleur ,OH,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,NED,8,Korevaar Demi ,MB,0,0,0,0.00,0,0,0,0,0, ,0,0,0,0, ,0,0,5,5,0.00,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,NED,9,Schoot Myrthe ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,4,0,6,10,40.00,15,2,18,72.22,0,0,2,2,0.00
11830,NED,10,van Aalen Sarah ,S,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,NED,11,Buijs Anne ,OH,12,0,0,8.89,12,12,4,11,27,29.63,0,3,4,7,-42.86,0,1,10,11,-9.09,13,2,12,27,40.74,10,0,10,100.00,0,0,1,1,0.00
11830,NED,12,Bongaerts Britt ,S,2,1,0,5.26,3,2,0,3,5,40.00,1,1,3,5,0.00,0,1,8,9,-11.11,0,0,0,0, ,2,1,3,33.33,36,0,62,98,36.73
11830,NED,16,Baijens Indy ,MB,9,0,1,0.00,10,9,2,6,17,41.18,0,5,6,11,-45.45,1,3,3,7,-28.57,0,0,0,0, ,1,0,1,100.00,0,0,0,0, 
11830,NED,18,Jasper Marrit ,OH,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,NED,19,Daalderop Nika ,OH,7,2,1,6.82,10,7,3,11,21,19.05,2,3,2,7,-14.29,1,1,14,16,0.00,6,0,5,11,54.55,8,6,15,13.33,0,0,0,0, 
11830,NED,23,Timmerman Eline ,MB,7,1,2,3.03,10,7,2,2,11,45.45,1,4,4,9,-33.33,2,3,8,13,-7.69,0,0,0,0, ,4,0,5,80.00,0,0,1,1,0.00
11830,NED,24,de Zwart Laura ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,NED,26,Dambrink Elles ,O,10,2,1,28.57,13,10,1,15,26,34.62,2,0,2,4,50.00,1,0,11,12,8.33,1,0,0,1,100.00,5,0,5,100.00,0,0,0,0, 
11830,NED,27,Scholten Iris ,O,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,BEL,2,Van Sas Elise ,S,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,BEL,3,Herbots Britt ,OH,13,0,0,11.76,13,13,3,20,36,27.78,0,2,6,8,-25.00,0,2,5,7,-28.57,10,1,7,18,50.00,2,0,3,66.67,0,0,0,0, 
11830,BEL,5,Guilliams Jodie ,OH,5,0,0,3.57,5,5,2,10,17,17.65,0,0,2,2,0.00,0,2,7,9,-22.22,1,1,4,6,0.00,1,2,3,-33.33,0,0,0,0, 
11830,BEL,6,Gilson Helena ,OH,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,BEL,7,Van Gestel Celine ,OH,4,0,1,-8.57,5,4,1,12,17,17.65,0,5,2,7,-71.43,1,2,8,11,-9.09,7,1,10,18,33.33,3,1,4,50.00,0,0,2,2,0.00
11830,BEL,9,Demeyer Nel ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,BEL,10,Sobolska Dominika ,MB,2,0,0,-28.57,2,2,1,4,7,14.29,0,5,4,9,-55.56,0,2,3,5,-40.00,1,0,0,1,100.00,0,0,1,0.00,0,0,0,0, 
11830,BEL,13,Janssens Marlies ,MB,10,1,0,8.33,11,10,1,5,16,56.25,1,5,2,8,-50.00,0,2,10,12,-16.67,0,0,0,0, ,3,0,3,100.00,0,0,0,0, 
11830,BEL,14,De Valkeneer Lise ,OH,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,BEL,15,Van De Vyver Jutta ,S,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,BEL,17,Van De Vyver Ilka ,S,1,1,1,0.00,3,1,0,1,2,50.00,1,3,0,4,-50.00,1,0,10,11,9.09,0,1,0,1,-100.00,3,1,4,50.00,32,0,59,91,35.16
11830,BEL,18,Rampelberg Britt ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,11,1,8,20,50.00,5,3,8,25.00,0,0,4,4,0.00
11830,BEL,19,Van Avermaet Silke ,MB,0,0,0,0.00,0,0,0,1,1,0.00,0,0,0,0, ,0,0,1,1,0.00,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11830,BEL,21,Stragier Manon ,OH,0,0,0,-25.00,0,0,0,0,0, ,0,0,0,0, ,0,1,3,4,-25.00,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11831,TUR,2,Akoz Simge Sebnem ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,11,2,8,21,42.86,25,5,33,60.61,0,0,3,3,0.00
11831,TUR,3,Ãzbay Cansu ,S,0,1,0,0.00,1,0,0,2,2,0.00,1,0,1,2,50.00,0,1,6,7,-14.29,0,0,0,0, ,5,0,7,71.43,8,1,46,55,12.73
11831,TUR,4,Senoglu Tugba ,OH,3,0,1,-5.88,4,3,3,4,10,0.00,0,1,1,2,-50.00,1,1,3,5,0.00,1,1,5,7,0.00,5,0,5,100.00,0,0,0,0, 
11831,TUR,5,Ercan Seyma ,OH,1,0,0,0.00,1,1,1,7,9,0.00,0,0,0,0, ,0,0,3,3,0.00,1,1,8,10,0.00,8,0,9,88.89,0,0,0,0, 
11831,TUR,6,Caliskan Kubra ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11831,TUR,7,Baladin Hande ,OH,6,0,0,0.00,6,6,4,6,16,12.50,0,2,0,2,-100.00,0,0,8,8,0.00,5,5,17,27,0.00,10,0,11,90.91,0,0,0,0, 
11831,TUR,8,Guveli Yasemin ,MB,0,0,1,-17.65,1,0,1,2,3,-33.33,0,3,1,4,-75.00,1,0,9,10,10.00,0,0,0,0, ,2,0,2,100.00,0,0,0,0, 
11831,TUR,9,Ismailoglu Meliha ,OH,3,2,1,3.23,6,3,5,9,17,-11.76,2,0,0,2,100.00,1,0,11,12,8.33,8,0,19,27,29.63,7,0,8,87.50,0,0,1,1,0.00
11831,TUR,10,Aykac Ayca ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11831,TUR,11,Aydemir Akyol Naz ,S,0,1,0,-7.69,1,0,0,1,1,0.00,1,1,1,3,0.00,0,1,8,9,-11.11,0,0,0,0, ,5,0,6,83.33,8,0,83,91,8.79
11831,TUR,13,Boz Meryem ,O,16,1,0,13.11,17,16,8,17,41,19.51,1,1,3,5,0.00,0,0,15,15,0.00,0,0,0,0, ,3,0,3,100.00,1,0,0,1,100.00
11831,TUR,14,Erdem DÃ¼ndar Eda ,MB,10,5,0,-1.61,15,10,7,6,23,13.04,5,7,15,27,-7.41,0,2,10,12,-16.67,1,0,0,1,100.00,0,0,2,0.00,0,0,5,5,0.00
11831,TUR,19,Kalac Asli ,MB,5,1,2,8.57,8,5,1,2,8,50.00,1,4,6,11,-27.27,2,0,14,16,12.50,0,0,1,1,0.00,4,0,4,100.00,0,0,0,0, 
11831,TUR,99,Karakurt Ebrar ,OH,13,2,1,19.15,16,13,6,13,32,21.88,2,0,5,7,28.57,1,1,6,8,0.00,0,0,0,0, ,3,1,4,50.00,1,0,0,1,100.00
11831,SRB,2,Lazovic Katarina ,OH,10,2,5,1.23,17,10,10,21,41,0.00,2,4,4,10,-20.00,5,2,23,30,10.00,9,2,14,25,28.00,14,2,17,70.59,0,0,0,0, 
11831,SRB,3,Caric Sara ,O,18,4,0,12.50,22,18,8,26,52,19.23,4,1,2,7,42.86,0,4,9,13,-30.77,1,1,3,5,0.00,10,0,11,90.91,0,0,0,0, 
11831,SRB,6,Uzelac Aleksandra ,OH,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11831,SRB,7,Jaksic Ana ,S,0,1,0,0.00,1,0,0,1,1,0.00,1,1,3,5,0.00,0,0,14,14,0.00,0,0,0,0, ,2,1,5,20.00,8,0,124,132,6.06
11831,SRB,21,Kocic Jovana ,MB,5,6,1,-6.00,12,5,2,3,10,30.00,6,10,5,21,-19.05,1,3,15,19,-10.53,0,0,1,1,0.00,4,2,6,33.33,0,0,0,0, 
11831,SRB,22,Lozo Sara ,O,13,1,1,19.23,15,13,2,21,36,30.56,1,0,2,3,33.33,1,3,9,13,-15.38,13,2,28,43,25.58,7,0,9,77.78,0,0,0,0, 
11831,SRB,23,Djordjevic Mila ,S,1,0,0,0.00,1,1,1,0,2,0.00,0,0,1,1,0.00,0,0,1,1,0.00,0,0,0,0, ,1,1,2,0.00,1,0,28,29,3.45
11831,SRB,24,Medic Sofija ,MB,5,4,2,12.82,11,5,2,7,14,21.43,4,2,6,12,16.67,2,2,9,13,0.00,0,0,0,0, ,3,1,5,40.00,0,0,0,0, 
11831,SRB,25,Markovic Bozica ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11831,SRB,26,Savic Vanja ,O,3,0,0,0.00,3,3,1,5,9,22.22,0,1,1,2,-50.00,0,1,1,2,-50.00,0,0,0,0, ,2,0,3,66.67,0,0,0,0, 
11831,SRB,28,Delic Jelena ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11831,SRB,31,Djurdjevic Sanja ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,8,1,12,21,33.33,20,3,26,65.38,0,0,3,3,0.00
11831,SRB,32,Gocanin Bojana ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11831,SRB,34,Mirosavljevic Jovana ,OH,1,0,0,0.00,1,1,1,1,3,0.00,0,0,0,0, ,0,0,4,4,0.00,1,0,3,4,25.00,2,1,3,33.33,0,0,0,0, 
11832,GER,1,Bock Linda ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,1,0,0,1,100.00,0,0,0, ,0,0,0,0, 
11832,GER,2,KÃ¤stner Pia ,S,0,0,1,25.00,1,0,0,0,0, ,0,0,1,1,0.00,1,0,2,3,33.33,0,0,0,0, ,1,0,1,100.00,2,1,15,18,5.56
11832,GER,4,Imoudu Denise ,S,1,0,1,10.00,2,1,0,0,1,100.00,0,1,2,3,-33.33,1,0,5,6,16.67,0,0,0,0, ,11,0,11,100.00,15,3,58,76,15.79
11832,GER,5,Poll Jana Franziska ,OH,0,0,0,0.00,0,0,0,0,0, ,0,0,0,0, ,0,0,1,1,0.00,1,0,1,2,50.00,1,0,1,100.00,0,0,1,1,0.00
11832,GER,6,Janiska Jennifer ,OH,8,2,1,28.57,11,8,0,10,18,44.44,2,0,0,2,100.00,1,1,13,15,0.00,12,2,10,24,41.67,8,0,8,100.00,0,0,0,0, 
11832,GER,7,Vanjak Ivana ,OH,5,0,0,7.14,5,5,3,3,11,18.18,0,1,1,2,-50.00,0,0,1,1,0.00,0,0,0,0, ,0,2,2,-100.00,0,0,0,0, 
11832,GER,8,Drewniok Kimberly ,O,9,0,0,2.78,9,9,4,11,24,20.83,0,3,2,5,-60.00,0,1,6,7,-14.29,0,0,0,0, ,4,1,5,60.00,0,0,0,0, 
11832,GER,9,Alsmeier Lina ,OH,0,0,0,0.00,0,0,0,2,2,0.00,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11832,GER,12,Orthmann Hanna ,OH,8,1,1,5.26,10,8,6,12,26,7.69,1,1,2,4,0.00,1,1,6,8,0.00,5,0,7,12,41.67,2,2,4,0.00,0,0,0,0, 
11832,GER,14,SchÃ¶lzel Marie ,MB,3,0,1,-11.54,4,3,1,7,11,18.18,0,6,2,8,-75.00,1,0,6,7,14.29,0,0,0,0, ,0,1,2,-50.00,0,1,1,2,-50.00
11832,GER,16,Ambrosius Lea ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11832,GER,17,Pogany Anna ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,13,3,12,28,35.71,12,4,16,50.00,1,0,6,7,14.29
11832,GER,20,Bock Josepha ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11832,GER,21,Weitzel Camilla ,MB,4,1,2,10.34,7,4,0,4,8,50.00,1,2,2,5,-20.00,2,2,12,16,0.00,0,0,0,0, ,1,0,1,100.00,2,0,0,2,100.00
11832,RUS,2,Malygina Daria ,O,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11832,RUS,4,Pilipenko Daria ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,1,1,1,3,0.00,4,0,4,100.00,0,0,0,0, 
11832,RUS,5,Fedorovtseva Arina ,OH,0,0,0,-20.00,0,0,0,0,0, ,0,0,1,1,0.00,0,1,3,4,-25.00,0,1,1,2,-50.00,1,0,1,100.00,0,0,0,0, 
11832,RUS,6,Koroleva Irina ,MB,5,1,2,3.85,8,5,1,2,8,50.00,1,6,2,9,-55.56,2,0,7,9,22.22,0,0,0,0, ,1,0,1,100.00,0,0,0,0, 
11832,RUS,8,Goncharova Nataliya ,O,18,2,0,25.00,20,18,3,10,31,48.39,2,3,6,11,-9.09,0,0,14,14,0.00,0,0,0,0, ,5,0,5,100.00,0,0,1,1,0.00
11832,RUS,11,Brovkina Yulia ,MB,0,0,0,-20.00,0,0,1,0,1,-100.00,0,1,0,1,-100.00,0,0,8,8,0.00,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11832,RUS,13,Startseva Evgeniya ,S,3,0,0,-5.26,3,3,0,0,3,100.00,0,3,6,9,-33.33,0,1,6,7,-14.29,0,0,0,0, ,3,2,6,16.67,6,0,77,83,7.23
11832,RUS,14,Fetisova Irina ,MB,0,0,0,-30.00,0,0,0,2,2,0.00,0,2,2,4,-50.00,0,1,3,4,-25.00,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11832,RUS,15,Kosheleva Tatyana ,OH,10,1,0,20.00,11,10,1,11,22,40.91,1,2,5,8,-12.50,0,1,4,5,-20.00,4,3,11,18,5.56,1,1,3,0.00,0,0,0,0, 
11832,RUS,16,Voronkova Irina ,OH,10,1,3,17.07,14,10,3,8,21,33.33,1,3,2,6,-33.33,3,1,10,14,14.29,9,2,11,22,31.82,5,0,5,100.00,0,0,1,1,0.00
11832,RUS,20,Lazareva Ekaterina ,S,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11832,RUS,22,Zaytseva Tamara ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,5,0,9,14,35.71,11,2,13,69.23,0,0,2,2,0.00
11832,RUS,23,Kapustina Irina ,OH,0,0,0,0.00,0,0,0,0,0, ,0,0,0,0, ,0,0,3,3,0.00,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11832,RUS,25,Smirnova Kseniia ,OH,0,0,0,0.00,0,0,0,1,1,0.00,0,0,0,0, ,0,0,4,4,0.00,0,0,0,0, ,1,0,1,100.00,0,0,0,0, 
11833,JPN,1,Kurogo Ai ,OH,9,3,1,16.67,13,9,0,15,24,37.50,3,5,2,10,-20.00,1,1,6,8,0.00,0,0,0,0, ,9,1,11,72.73,0,0,0,0, 
11833,JPN,2,Koga Sarina ,OH,8,2,2,22.22,12,8,2,7,17,35.29,2,1,2,5,20.00,2,1,11,14,7.14,11,1,5,17,58.82,5,0,5,100.00,0,0,0,0, 
11833,JPN,3,Shimamura Haruyo ,MB,9,2,0,12.20,11,9,0,8,17,52.94,2,5,6,13,-23.08,0,1,10,11,-9.09,0,0,0,0, ,1,0,1,100.00,0,0,0,0, 
11833,JPN,5,Araki Erika ,MB,9,3,2,25.71,14,9,1,4,14,57.14,3,2,5,10,10.00,2,2,7,11,0.00,3,0,0,3,100.00,1,0,1,100.00,0,0,0,0, 
11833,JPN,7,Ishii Yuki ,OH,0,0,0,0.00,0,0,0,0,0, ,0,0,0,0, ,0,0,2,2,0.00,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11833,JPN,8,Ishikawa Mayu ,OH,8,1,0,20.00,9,8,1,5,14,50.00,1,2,2,5,-20.00,0,0,11,11,0.00,11,0,6,17,64.71,3,1,4,50.00,0,0,0,0, 
11833,JPN,9,Tashiro Kanami ,S,0,0,0,0.00,0,0,0,0,0, ,0,0,0,0, ,0,0,3,3,0.00,0,0,0,0, ,2,0,3,66.67,1,0,14,15,6.67
11833,JPN,13,Okumura Mai ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11833,JPN,14,Kobata Mako ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,1,1,4,6,0.00,16,0,17,94.12,0,0,1,1,0.00
11833,JPN,15,Inoue Kotoe ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11833,JPN,19,Yamada Nichika ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11833,JPN,20,Seki Nanami ,S,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11833,JPN,21,Hayashi Kotona ,OH,1,1,0,28.57,2,1,0,5,6,16.67,1,0,0,1,100.00,0,0,0,0, ,0,0,0,0, ,0,0,1,0.00,0,0,0,0, 
11833,JPN,24,Momii Aki ,S,0,0,0,-18.75,0,0,0,0,0, ,0,1,1,2,-50.00,0,2,12,14,-14.29,0,0,0,0, ,1,2,6,-16.67,21,1,52,74,27.03
11833,THA,2,Pannoy Piyanut ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,1,3,5,9,-22.22,6,0,7,85.71,0,0,0,0, 
11833,THA,3,ManaKij Sirima ,S,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,1,0,1,100.00,1,0,7,8,12.50
11833,THA,5,Thinkaow Pleumjit ,MB,9,1,0,15.62,10,9,1,8,18,44.44,1,2,2,5,-20.00,0,2,7,9,-22.22,0,0,1,1,0.00,2,0,2,100.00,0,0,0,0, 
11833,THA,6,Sittirak Onuma ,OH,7,1,0,2.56,8,7,6,16,29,3.45,1,0,2,3,33.33,0,1,6,7,-14.29,2,0,4,6,33.33,4,2,6,33.33,0,0,0,0, 
11833,THA,8,Sang-Ob Tirawan ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11833,THA,9,Chuewulim Sutadta ,OH,5,0,0,0.00,5,5,4,7,16,6.25,0,0,1,1,0.00,0,1,4,5,-20.00,8,0,13,21,38.10,5,1,6,66.67,0,0,0,0, 
11833,THA,10,Apinyapong Wilavan ,L,1,0,0,20.00,1,1,0,2,3,33.33,0,0,0,0, ,0,0,2,2,0.00,0,1,6,7,-14.29,0,1,1,-100.00,0,0,0,0, 
11833,THA,11,Hyapha Amporn ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11833,THA,12,Chaisri Tapaphaipun ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,1,0,7,8,12.50,6,2,10,40.00,0,0,1,1,0.00
11833,THA,13,Tomkom Nootsara ,S,0,0,1,-9.09,1,0,1,2,3,-33.33,0,0,0,0, ,1,1,6,8,0.00,0,0,0,0, ,7,0,10,70.00,9,4,72,85,5.88
11833,THA,14,Juangjan Pattiya ,OH,0,0,0,-100.00,0,0,1,0,1,-100.00,0,1,0,1,-100.00,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11833,THA,15,Kanthong Malika ,O,7,0,1,16.67,8,7,2,8,17,29.41,0,1,3,4,-25.00,1,0,8,9,11.11,7,1,7,15,40.00,3,0,5,60.00,0,0,0,0, 
11833,THA,19,Krause Karina ,MB,5,0,0,0.00,5,5,1,4,10,40.00,0,3,1,4,-75.00,0,1,8,9,-11.11,0,0,0,0, ,1,0,2,50.00,0,0,0,0, 
11833,THA,24,Nuanjam Watchareeya ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11834,CHN,3,Diao Linyu ,S,1,0,1,20.00,2,1,0,0,1,100.00,0,0,0,0, ,1,1,2,4,0.00,0,0,0,0, ,0,0,0, ,0,0,12,12,0.00
11834,CHN,4,Yang Hanyu ,MB,5,2,1,0.00,8,5,2,10,17,17.65,2,3,3,8,-12.50,1,3,7,11,-18.18,1,0,0,1,100.00,1,0,1,100.00,0,0,2,2,0.00
11834,CHN,5,Gao Yi ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11834,CHN,7,Wang Yuanyuan ,MB,2,1,0,-13.64,3,2,0,5,7,28.57,1,4,2,7,-42.86,0,2,6,8,-25.00,0,0,0,0, ,1,0,1,100.00,0,0,0,0, 
11834,CHN,8,Li Yao ,OH,10,2,2,9.43,14,10,1,10,21,42.86,2,6,3,11,-36.36,2,2,17,21,0.00,0,0,1,1,0.00,8,2,10,60.00,0,0,1,1,0.00
11834,CHN,9,Zhang Changning ,OH,16,6,1,14.49,23,16,8,19,43,18.60,6,3,3,12,25.00,1,2,11,14,-7.14,9,0,8,17,52.94,14,0,15,93.33,0,0,1,1,0.00
11834,CHN,10,Liu Xiaotong ,OH,0,0,0,-66.67,0,0,1,1,2,-50.00,0,2,0,2,-100.00,0,1,1,2,-50.00,2,0,6,8,25.00,4,0,4,100.00,0,0,0,0, 
11834,CHN,11,Yao Di ,S,0,0,0,-17.65,0,0,0,3,3,0.00,0,3,2,5,-60.00,0,0,9,9,0.00,0,0,0,0, ,7,1,8,75.00,10,1,104,115,7.83
11834,CHN,14,Zheng Yixin ,MB,5,0,2,21.74,7,5,1,3,9,44.44,0,0,1,1,0.00,2,1,10,13,7.69,0,0,2,2,0.00,1,0,1,100.00,0,0,0,0, 
11834,CHN,15,Lin Li ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,3,2,3,8,12.50,9,2,13,53.85,0,0,3,3,0.00
11834,CHN,18,Wang Mengjie ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,3,0,5,8,37.50,7,0,8,87.50,0,0,0,0, 
11834,CHN,19,Liu Yanhan ,OH,14,1,0,25.45,15,14,0,24,38,36.84,1,1,2,4,0.00,0,0,13,13,0.00,6,1,19,26,19.23,5,1,6,66.67,0,0,1,1,0.00
11834,CHN,22,Duan Fang ,OH,0,0,0,-50.00,0,0,0,0,0, ,0,0,0,0, ,0,1,1,2,-50.00,1,1,0,2,0.00,1,0,1,100.00,0,0,0,0, 
11834,KOR,1,Lee Soyoung ,OH,14,0,2,15.00,16,14,5,22,41,21.95,0,0,3,3,0.00,2,2,12,16,0.00,12,3,16,31,29.03,10,2,12,66.67,0,0,1,1,0.00
11834,KOR,2,Lee Dahyeon ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11834,KOR,5,Han Dahye ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11834,KOR,6,Kim Dain ,S,0,0,1,-23.81,1,0,0,1,1,0.00,0,5,0,5,-100.00,1,1,13,15,0.00,0,0,0,0, ,4,1,5,60.00,7,1,90,98,6.12
11834,KOR,7,An Hyejin ,S,0,0,0,-11.11,0,0,0,1,1,0.00,0,1,0,1,-100.00,0,0,7,7,0.00,0,0,0,0, ,3,1,4,50.00,5,0,32,37,13.51
11834,KOR,8,Park Eunjin ,MB,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11834,KOR,9,Oh Jiyoung ,L,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,13,1,8,22,54.55,13,3,19,52.63,0,0,8,8,0.00
11834,KOR,10,Kim Yeon Koung ,OH,13,1,0,6.90,14,13,8,20,41,12.20,1,0,3,4,25.00,0,2,11,13,-15.38,13,3,13,29,34.48,12,1,13,84.62,0,0,2,2,0.00
11834,KOR,12,Han Songyi ,MB,3,1,0,0.00,4,3,2,4,9,11.11,1,1,1,3,0.00,0,1,10,11,-9.09,0,0,0,0, ,3,0,4,75.00,0,0,0,0, 
11834,KOR,13,Park Jeongah ,OH,9,0,1,2.70,10,9,5,14,28,14.29,0,3,0,3,-100.00,1,1,4,6,0.00,0,0,0,0, ,3,1,4,50.00,0,0,0,0, 
11834,KOR,14,Yang Hyo Jin ,MB,7,1,0,9.38,8,7,1,7,15,40.00,1,3,1,5,-40.00,0,1,11,12,-8.33,1,0,0,1,100.00,3,0,3,100.00,0,0,0,0, 
11834,KOR,15,Yuk Seoyoung ,OH,0,0,0, ,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0, ,0,0,0,0, 
11834,KOR,16,Jeong Jiyun ,O,2,0,0,-23.81,2,2,6,10,18,-22.22,0,1,1,2,-50.00,0,0,1,1,0.00,0,0,0,0, ,1,0,1,100.00,0,0,5,5,0.00
11834,KOR,19,Pyo Seungju ,OH,1,0,0,0.00,1,1,1,1,3,0.00,0,0,0,0, ,0,0,0,0, ,0,0,1,1,0.00,0,0,0, ,0,0,0,0, 
